V 0 :0.997550141414603 -0.0256558632785086 -0.0650841230526362 -0.064318001815245 0.0296348157666499 -0.997489400238025 0.0275202035842425 0.999231692855599 0.0279119837114456 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.998381401460359 0.00426332165029703 0.0567167370259577 -0.00400116664516162 -0.999980902192467 0.00473492889225927 0.0567358322441578 0.00450033042579889 0.998379111289978 ,0.123697291390848 -0.0322732837191841 0.297656389403048 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,-0.0853228952055448 -0.364064104331154 0.00989361408597888 ,19.3054904937744
E 252 248 :0.996509225185221 0.0213667218081511 -0.0807020899352903 -0.0218032422811676 0.999752010898838 -0.00453159240869872 0.0805852514222007 0.0062753408595033 0.996727965570505 ,0.044737220743416 -0.000342982320534979 -0.733132496798948 
E 252 246 :0.999455966180538 0.00995566812286619 -0.031442906010009 -0.00990160100011015 0.999949220468273 0.00187477532715482 0.0314599739949278 -0.00156242027637788 0.999503791328036 ,0.0692719122776424 0.0349626758278534 -1.1848002569303 
E 252 245 :0.999292158301135 0.0110932084687993 -0.0359461136108951 -0.00989731882638317 0.999397133758494 0.0332778021413143 0.0362936005090227 -0.0328984765783357 0.998799511814516 ,0.0720677321432674 0.0123504563841204 -1.31209255947848 
E 252 244 :0.998980894038252 0.0315565654094609 -0.0322700561836184 -0.0312952060537976 0.99947342239948 0.00857251393238333 0.0325235825914954 -0.0075538795746937 0.999442422292943 ,0.0774856074190318 0.0031999610120641 -1.54164953362244 
E 252 243 :0.998304376697441 0.0232835617205953 -0.0533502316802546 -0.0243506289433479 0.999514465452074 -0.0194391414964052 0.0528717158488071 0.0207052917307897 0.998386634805147 ,0.0900232352141828 0.00826920929049635 -1.71891101297087 
E 243 242 :0.999912241258312 -0.0117626297469314 -0.00609510649752795 0.0120218169412185 0.998941815048852 0.0443928605108641 0.00556647996596015 -0.0444622389038362 0.998995557353708 ,0.0100606583172667 -0.0259615543733247 -0.193319049674407 
E 243 240 :0.998684071448933 -0.0197363357310355 0.0473350027579337 0.0180503259201971 0.999196471079605 0.0357854427978541 -0.048003241227613 -0.0348839394847497 0.998237847207602 ,0.0291177097070463 -0.0111459354762573 -0.561915213177889 
E 243 239 :0.997027248764981 -0.0386862181501075 0.0666336382420685 0.0373630519725834 0.999081271751962 0.0209908261337056 -0.0673844757153055 -0.0184387895406319 0.997556686846843 ,0.022685835894845 -0.0232554126796032 -0.756546385805684 
E 243 238 :0.997284419798176 -0.0347926524723414 0.0649096091634661 0.0328997520000874 0.999008106233047 0.0300068325384958 -0.0658892430230291 -0.0277898365342342 0.997439889236065 ,0.0156700475247886 -0.0498984982315811 -0.886907774612894 
E 243 237 :0.998948398476659 -0.00952673834871284 0.0448479479726018 0.00829184104425895 0.999583519090553 0.027641160153707 -0.0450925997588826 -0.0272402206118324 0.998611349739229 ,0.00032548878307459 -0.0749749907774051 -1.06839498227098 
E 243 236 :0.999865307738177 0.0088127215669418 0.0138456607001717 -0.00891573684116793 0.99993290044083 0.0073962323225315 -0.0137795507263394 -0.00751868037446584 0.999876789123143 ,-0.011876326502529 -0.0686152452216628 -1.18875783734102 
E 243 234 :0.998900031377536 0.0316317624050838 -0.0346144322661269 -0.0306758335378 0.99914249551808 0.0278076767577622 0.0354643560595585 -0.0267152626236639 0.999013800801685 ,-0.0314339500963081 -0.0741249900352869 -1.56863536517142 
E 248 246 :0.998718187385009 -0.012007128026215 0.0491712422353261 0.0116533741381477 0.999904159231277 0.00747470555870003 -0.0492562793722727 -0.0068921135042158 0.998762393021406 ,-0.0127184913770648 0.0329867595085434 -0.452329879404697 
E 248 245 :0.998944376964673 -0.0133867452728521 0.0439423119744593 0.0116844878665165 0.999179870506614 0.0387693063864061 -0.0444252684174015 -0.0382149372024287 0.998281530481585 ,-0.0196972935949233 0.00964108256679985 -0.579328836300586 
E 248 244 :0.998796934733014 0.00904591607878493 0.0481960016000425 -0.00973840176247011 0.999852421069006 0.0141527245984855 -0.0480608645266441 -0.0146050499740138 0.99873762611419 ,-0.0325977269112414 -0.000831929607754134 -0.808530459664016 
E 248 243 :0.999611124099132 0.00307816913585527 0.0277150762589792 -0.00268231031723181 0.999894022907381 -0.0143090239169159 -0.0277561846915608 0.0142291190473574 0.999513444823282 ,-0.0344990520805979 0.00339157335341422 -0.986246717881912 
E 248 242 :0.999714680087319 -0.00991541802195788 0.0217311505300185 0.00925881708799127 0.999503712362601 0.0301098535285501 -0.0220189174129794 -0.0299000578399015 0.999310339092482 ,-0.029880072370327 -0.0198280085920732 -1.18012036271015 
E 248 240 :0.997020855745804 -0.0176197760507991 0.0750929870215847 0.0160565119374483 0.999642673244005 0.0213708739639402 -0.0754427043013888 -0.0201014756050327 0.996947505662256 ,-0.0210004976080231 0.000209174582472826 -1.54885532167516 
E 248 239 :0.99488697280571 -0.0361068653354972 0.0943196989877248 0.0356489619436796 0.999343001546107 0.00653580700107817 -0.094493718594565 -0.00313998988239231 0.995520505871029 ,-0.0328613630302357 -0.00909678490809007 -1.74338557841365 
E 250 249 :0.999392588966926 0.0215172907523185 -0.0274127582826823 -0.0214392052798518 0.999765225157743 0.00313927416075396 0.0274738711315488 -0.00254965957888349 0.999619270343004 ,0.00745673342394682 -0.0217432410577301 -0.1927089714779 
E 250 248 :0.999726725331849 0.0118915867943183 -0.0201262222180712 -0.0111955402962486 0.999347144092408 0.0343503343771533 0.0205215626776584 -0.0341156233690718 0.999207180572381 ,0.0142111033014434 -0.0362723310756934 -0.386426929252664 
E 250 246 :0.999575182938067 2.53125211485318e-05 0.0291453772253336 -0.0012273932140791 0.999149045776122 0.0412271491927674 -0.0291195322803914 -0.0412454080346036 0.998724621282479 ,0.0109920441484235 -0.018702399391576 -0.839784559922791 
E 250 245 :0.999704450697435 -0.000732130543029372 0.0242996963069176 -0.0010328852713657 0.99736472600044 0.0725433420658568 -0.0242887711454626 -0.0725470007301176 0.997069199344412 ,0.00629354114475156 -0.0463171601436834 -0.966029593183654 
E 250 244 :0.999375467421784 0.0212272203870052 0.028250313805915 -0.0225650220868677 0.998596699241012 0.0479108760426582 -0.0271936553944175 -0.0485184230947101 0.998452035766712 ,-0.00211494473865237 -0.0645120600316611 -1.19495694475922 
E 250 243 :0.999864685915995 0.0146812760968149 0.00742091573039853 -0.0148251800007145 0.999695549418131 0.0197236536049491 -0.00712908802407421 -0.0198310011283016 0.999777929091353 ,-0.000388769267306799 -0.0663746409408406 -1.37271541167495 
E 250 242 :0.999994743041742 0.00257475196583377 0.00197092394427647 -0.00269593074686941 0.997935111936647 0.0641735484557277 -0.00180162323690924 -0.0641785245725234 0.99793680718641 ,0.00785477457682404 -0.0962904003453255 -1.565548410517 
E 253 252 :0.999793259044415 0.0077331709923948 -0.0188052449000128 -0.00737053177648703 0.999787006219285 0.0192773819905729 0.0189503147910231 -0.0191347919110989 0.999637306880771 ,-0.00241453438667882 -0.03967905868471 -0.255291039383795 
E 253 250 :0.996693771189454 0.014404705236008 -0.0799626846673321 -0.0160042159160628 0.999683732427441 -0.019398458517427 0.0796579659861806 0.0206140628456405 0.99660908528266 ,0.0115561605507946 -0.0254923701276066 -0.60257100573935 
E 253 249 :0.993582658469804 0.0360513506642325 -0.107209145614357 -0.037959870282639 0.999154123935299 -0.0158140719364229 0.106548341311356 0.0197822328964573 0.994110715275431 ,0.0340845620484025 -0.0436098166858629 -0.794480745849885 
E 253 248 :0.994619172326685 0.0289755483602442 -0.0994641625783084 -0.0275899285614805 0.999502557979083 0.0152784958435874 0.0998573877194543 -0.0124520757503825 0.994923840264848 ,0.0560975211464978 -0.054484580249718 -0.987303286759378 
E 253 246 :0.99858115440987 0.0177157698800522 -0.0502178210898119 -0.0166595480424977 0.99963273956253 0.0213739433360182 0.0505780339324398 -0.0205070108077369 0.998509551777678 ,0.0893938878893241 -0.0280742476553986 -1.43901785639603 
E 253 245 :0.998326515980693 0.0194380878818368 -0.0544640085684928 -0.0165608797649548 0.998468309039108 0.052789895870279 0.055406721174074 -0.051799580925739 0.997119300116418 ,0.0944080285083064 -0.0531561198568617 -1.56577832912169 
E 253 244 :0.997920738658292 0.0394211928080898 -0.0509918514399733 -0.0380245912678362 0.99888233308634 0.0280751688668856 0.0520416161797737 -0.0260778489446035 0.998304370410057 ,0.104070896459266 -0.0667698563313692 -1.79497428126385 
E 246 245 :0.999988304601682 0.000156556511468336 -0.00483385456054509 -4.90101667701524e-06 0.999508226388833 0.0313577001233927 0.00483638665057098 -0.0313573096917976 0.99949653750929 ,-0.000986416508199639 -0.0223843528765766 -0.127359440536139 
E 246 244 :0.99977047835301 0.0214053656768569 -0.000894949179461347 -0.021398910160661 0.999748638634044 0.00668925954880704 0.00103791027056276 -0.0066685732818486 0.999977226177004 ,-0.00270274062261144 -0.0311217805516009 -0.356990015384843 
E 246 243 :0.99966571837197 0.014025489184245 -0.0217195111592089 -0.0144932132106975 0.999663163621145 -0.0215291911086737 0.0214102378006793 0.0218367798016822 0.99953226899646 ,0.00420123107457648 -0.0256510122962936 -0.534548251800768 
E 246 242 :0.999625699606163 0.00321764800078353 -0.0271681325863962 -0.00259401555960038 0.999733049444505 0.0229586787875091 0.0272347529852117 -0.0228796107863426 0.999367195599345 ,0.0180931980552224 -0.0475876303742986 -0.728128395821223 
E 246 240 :0.999646001296129 -0.00495785682561697 0.0261398498150936 0.00460357569036512 0.99989697128006 0.0135960992871431 -0.0262045641734802 -0.0134709495084592 0.999565832917381 ,0.0453574038118916 -0.0251176225796179 -1.09582061406173 
E 246 239 :0.998681553826662 -0.0242602009917929 0.0452393268539888 0.0243510714996603 0.999702404666001 -0.0014585684190661 -0.045190478678397 0.00255827145793341 0.99897511274504 ,0.0429851326412178 -0.0329395506407977 -1.29076289159086 
E 246 238 :0.99884356320367 -0.0201658628741671 0.0436448647739594 0.0198533565439655 0.999774153992168 0.00758190234587592 -0.0437879033585201 -0.00670663729334639 0.999018338438129 ,0.0384293928510049 -0.0566654052628053 -1.42179531522466 
E 246 237 :0.999710154730243 0.00508773837620422 0.0235312865659417 -0.00521811687726352 0.999971355963104 0.00548256414155768 -0.0235027186829181 -0.00560376404984858 0.999708067409174 ,0.0266800668703677 -0.0776037863947687 -1.6040737561865 
E 246 236 :0.99970530867043 0.0229976257784285 -0.00777206695257854 -0.0231073322027058 0.999630233117578 -0.0143334655883111 0.00743955742190354 0.0145088333732545 0.999867064533838 ,0.017185751343801 -0.0684780246130101 -1.72450268122113 
E 249 248 :0.999923310543878 -0.0104781330947465 0.00660164811397862 0.0102661757579323 0.999455380480766 0.0313615698483708 -0.00692666343048805 -0.0312913910668059 0.999486303147184 ,0.00173957713436934 -0.0138864283660016 -0.193874970308817 
E 249 246 :0.998194318001356 -0.0225288353766292 0.0556826282280167 0.0203552896814607 0.999020177123066 0.0392981918538428 -0.0565134116099055 -0.0380937957884267 0.997674845343231 ,-0.0143097012202702 0.00476602053413089 -0.646916594160722 
E 249 245 :0.998452056855237 -0.024107539887506 0.0501230154930689 0.0205402166541647 0.997299786543788 0.0705069873098772 -0.0516874226610893 -0.0693683089046254 0.996251197268222 ,-0.0218817515516712 -0.0226214741637687 -0.773071453571127 
E 249 244 :0.998505096893451 -0.00152778179128029 0.0546373257086926 -0.000986537320156373 0.998942711593596 0.0459617851932507 -0.0546497778761769 -0.0459469785386679 0.997447881817016 ,-0.0361845663899025 -0.0404093433677213 -1.00173826470268 
E 249 243 :0.999379333505876 -0.00730515394300398 0.0344613187098258 0.00671085648598088 0.999827309641587 0.0173296076150407 -0.0345819630237461 -0.0170875867440585 0.999255774170301 ,-0.0393032203747072 -0.0417811207923569 -1.17948222008135 
E 249 242 :0.999395636249867 -0.020584980201218 0.0280110841425171 0.0188264733526093 0.997919856954758 0.0616564919250084 -0.0292220147462012 -0.0610918790471418 0.997704292948899 ,-0.0357211826031811 -0.0710208194967992 -1.37256169372717 
E 249 240 :0.996278106302952 -0.0282255166457118 0.0814447979399971 0.023917356946549 0.998286946782901 0.053395991605774 -0.0828124081167531 -0.0512493130973984 0.995246508644441 ,-0.0294864995291899 -0.0624674968592727 -1.74179573186462 
E 259 257 :0.996161031766876 0.00814314653733963 -0.0871601282331771 -0.00946787940024612 0.999845703323005 -0.0147962429753974 0.0870261917402736 0.015564662251267 0.996084425759277 ,0.000177135027346509 0.00552688001823398 -0.368084455032005 
E 259 256 :0.989017570875655 0.0173028350201418 -0.146781662340649 -0.0223787632304301 0.999204752241628 -0.0330008189901892 0.146093926826185 0.0359231819026744 0.988618272917557 ,0.0204907521035924 0.0090331944752684 -0.557619050388322 
E 259 255 :0.985066033263048 0.0411507097195321 -0.167187108357621 -0.047279394507636 0.998341636272343 -0.032842596426781 0.165558355169395 0.0402566314368191 0.985378016123236 ,0.0523082593622064 -0.0173644047392401 -0.749527006376189 
E 259 254 :0.991232693785904 0.0234840498153743 -0.130024021527599 -0.029235344830616 0.998668561927016 -0.0425017415085566 0.128852789580108 0.0459304128317415 0.990599493132583 ,0.0975299474484626 -0.00371704754505409 -0.984543272151154 
E 261 260 :0.999869492844418 -0.00463148010969276 0.0154772953399491 0.00477893710374101 0.999943416788491 -0.00950394557627344 -0.0154324022499731 0.00957667026433511 0.999835050569564 ,0.00538357563612024 0.043118493621602 -0.245620306265108 
E 261 259 :0.999952064567023 -0.00922034559603408 -0.00329450986312083 0.00926632975802423 0.999855862112062 0.0142263886127723 0.00316286277983412 -0.0142562346794572 0.999893372351172 ,-0.00270680874796625 0.0313489165115506 -0.51606666418196 
E 261 257 :0.995913868829597 -0.00112744466856623 -0.0903011336661009 0.00100231031552619 0.99999847368996 -0.00143108063416403 0.0903026093028052 0.00133472329320017 0.995913478805682 ,-0.00136798408793126 0.0316401287889452 -0.884190103478748 
E 256 255 :0.999492739970882 0.0242383732328013 -0.0206582673166323 -0.0242499777093828 0.99970587755914 -0.000311375662908401 0.020644644017092 0.000812180236423373 0.999786546737188 ,0.00402223248345379 -0.0327200179155778 -0.193522796221362 
E 256 254 :0.999825411852857 0.00758732498102275 0.0170756643471589 -0.00743215752227297 0.999930680206367 -0.00913224050254353 -0.0171437699421278 0.00900373709436939 0.99981249435607 ,0.0141074164749604 -0.0267435824088444 -0.432952259514952 
E 256 253 :0.998826576964657 0.00765304063193653 0.0478215444977633 -0.00710692814202802 0.99990770009137 -0.0115794158044334 -0.047905748313221 0.0112259639708062 0.998788774972705 ,0.00935373354971958 -0.0127073306601826 -0.61971757149875 
E 256 252 :0.999469904946533 0.0144604519904625 0.0291685521478123 -0.0146947439005804 0.999861336591278 0.00783403418417793 -0.0290512238617321 -0.00825850580517103 0.999543807681285 ,-0.00557004481482082 -0.0494094459528487 -0.875029161592975 
E 256 250 :0.99921111380948 0.0230242189700726 -0.0323579260836867 -0.024008562450136 0.999250389700151 -0.0303685299804677 0.0316344585649431 0.0311214399556768 0.999014873265853 ,-0.00811463647290012 -0.0313020564198387 -1.22239851110263 
E 256 249 :0.997221563506367 0.0446016312176745 -0.0596644598621323 -0.046251454694307 0.99857662104211 -0.0265619059327955 0.0583948303925776 0.0292476734261851 0.997865029642074 ,0.00507125594853264 -0.0473557357923715 -1.41535843106731 
E 254 253 :0.999526298620706 2.77776232456547e-05 0.0307762504862785 4.06555847563462e-05 0.999997528430539 -0.00222294397985884 -0.0307762361687381 0.00222314219468962 0.999523827092715 ,-0.00165531108074823 0.0123176252539245 -0.186939647154482 
E 254 252 :0.999902670497545 0.00716838233655548 0.0119692868022799 -0.00737199186830524 0.999827385143326 0.0170544320735836 -0.0118449680359177 -0.017141009659171 0.999782917697683 ,-0.0119267048640843 -0.0267939358464329 -0.442123025770941 
E 254 250 :0.998672764930647 0.0150600741070312 -0.0492534542308254 -0.0161407303883779 0.999636023364468 -0.021617067668895 0.0489099724831959 0.0223833634640243 0.998552351973461 ,-0.00865020902500646 -0.0118347304554094 -0.78963605319618 
E 254 249 :0.996390101000166 0.0366708501713155 -0.0765637993871287 -0.0381562327720808 0.999109145349696 -0.0180282439311866 0.0758344811383472 0.0208845499427808 0.99690168374026 ,0.00796075524573503 -0.0295246117283474 -0.982188028152724 
E 254 248 :0.9972204894476 0.028606358206141 -0.0687965965442423 -0.0277714009258703 0.999528945923772 0.013062754346897 0.0691378674570157 -0.0111158684183809 0.99754518331392 ,0.0240286298812293 -0.0399698197582499 -1.17562040436603 
E 254 246 :0.999664264618449 0.0171040164157047 -0.0194630590428998 -0.0167313411025516 0.999676575081982 0.0191522180769952 0.0197843440570106 -0.0188201449200057 0.999627121418494 ,0.0434078769620321 -0.0125540625724563 -1.62808590268448 
E 254 245 :0.999558358440686 0.0178624182316526 -0.0237491491695878 -0.0166434173225825 0.998581779088735 0.0505710107848732 0.0246187881746476 -0.0501534095241283 0.998438055555735 ,0.0445177336005251 -0.0373538874997781 -1.75499609245159 
E 262 261 :0.99968153219943 -0.00880804466213703 -0.0236485206435719 0.00964448401069535 0.999323431299048 0.0354917396708676 0.0233199079665227 -0.0357085144738197 0.999090128009734 ,0.0218688365234492 -0.038244021717448 -0.390740595313702 
E 262 260 :0.999873926997916 -0.0136640254915346 -0.00808854233671528 0.0138712063578407 0.99956211082204 0.0261376403518977 0.00772785506750368 -0.0262465429409979 0.999625629543232 ,0.0326794649296822 -0.00382027087775327 -0.637551571407107 
E 262 259 :0.99947719676024 -0.0176870454419176 -0.0270647663915103 0.0190163376499124 0.998584486884689 0.0496729449059253 0.0261478882259353 -0.050161648465517 0.998398766507925 ,0.031090980311534 -0.0252585243732621 -0.907520250662689 
E 263 262 :0.994488231068368 0.0047687513071554 -0.104739759773822 -0.0108858539032604 0.998262506204929 -0.0579091261395955 0.104281620870143 0.0587301261400417 0.992812225867646 ,0.00824293443536206 0.0269309511595335 -0.303351896827797 
