V 0 :0.997805019101527 0.0130518763962059 -0.0649216793587203 -0.0652564338555209 0.0271070328334701 -0.99750028921355 -0.0112594192369749 0.999547401706243 0.0278991636540438 ,-0.99952507019043 0.0296153426170349 -0.0085223289206624 0.00750191789120436 -0.0343974828720093 -0.999380111694336 -0.0298901312053204 -0.998969435691833 0.0341588854789734 ,-0.99952507019043 0.00750191789120436 -0.0298901312053204 0.0296153426170349 -0.0343974828720093 -0.998969435691833 -0.0085223289206624 -0.999380111694336 0.0341588854789734 ,-0.997484070298509 0.0430428002758951 0.0563277431863894 -0.0427189201595654 -0.999062993589211 0.00694204884002845 0.0565737672150135 0.00451832264661789 0.998388171195984 ,0.0113005227100032 -0.000705272080968371 0.0535879808898193 ,0.0472798869013786 -0.0474432334303856 -0.0681999549269676 ,0.0455748364329338 -0.0711617991328239 -0.044681254774332 ,0.0403216022653402 -0.122530121866148 0.0408874962571506 ,19.3054904937744
E 311 309 :0.999340498195566 0.0325256740137207 -0.0161446336654182 -0.0322425781545572 0.999326925277559 0.0174960729664622 0.0167028386864224 -0.0169639896620364 0.999716578953536 ,-0.0353527613634732 -0.0492915022768461 -1.22274448990764 
E 311 308 :0.996078856631925 0.0165728284248283 0.0869036980158978 -0.0163436809222048 0.99986082883623 -0.00334769365982054 -0.0869470842797521 0.00191424056169652 0.996211092197995 ,-0.0442784827931462 -0.079245210419141 -1.82823625591867 
E 311 306 :0.987959529757623 0.00745818071298161 0.154532660306969 -0.0108364833885041 0.999720103173253 0.021030595308528 -0.154332557125408 -0.022451967657934 0.987763823471694 ,-0.0676898768460781 -0.130217860505133 -3.1348299656611 
E 311 305 :0.991463893283306 0.0253409366947964 0.127895211962529 -0.025413449253298 0.999676458745648 -0.0010650947430239 -0.127880823083682 -0.00219425549831546 0.991787114420352 ,-0.0955141547127383 -0.191824297034067 -3.55530705311286 
E 311 304 :0.989587207733326 -0.0106925052285254 0.14353685457922 0.0097512580253484 0.999926104134332 0.00725942405842959 -0.143603869228797 -0.00578416827858459 0.989618346707378 ,-0.123269546409567 -0.233733029736169 -4.16440622251091 
E 309 308 :0.994496640115106 -0.0156442190515459 0.103593876315316 0.0175404252179311 0.999694417044113 -0.0174185537288405 -0.103289720122285 0.0191397737995408 0.994467145146567 ,-0.0180674814181181 -0.0199523061049982 -0.605700126661661 
E 309 306 :0.985079573021886 -0.0251553031238853 0.170251124929513 0.0239229558817811 0.999670674144138 0.00928630379013817 -0.170428656618825 -0.0050748380220285 0.985356950055234 ,-0.0616437699227887 -0.0494870769753017 -1.91243737307219 
E 309 305 :0.989493443421327 -0.00694457234468252 0.144410866423391 0.00902105624707588 0.999865056164373 -0.0137291662384342 -0.144296035878994 0.0148876585252665 0.989422564758477 ,-0.0944865082464368 -0.104824082195974 -2.33342394640337 
E 309 304 :0.98622157522272 -0.0430222610930588 0.159737564823239 0.0443677801799675 0.999003420780758 -0.0048647045383106 -0.159369083096816 0.0118848777353266 0.987147529518307 ,-0.131046034793336 -0.137274617999073 -2.94263562189153 
E 309 303 :0.986697442100863 -0.0438522316399388 0.156541175196211 0.0417863541533699 0.998990888762152 0.0164652596935259 -0.157105246119227 -0.00970494463679491 0.987534179505405 ,-0.22425186741863 -0.190510702907626 -3.56418935705865 
E 309 302 :0.994148351982597 -0.0392206196761904 0.100651861594814 0.0349698051963141 0.998434414360842 0.0436558466239512 -0.102206491842827 -0.039880611982989 0.993963465029296 ,-0.294396497606055 -0.190222549496242 -4.18317898386255 
E 314 313 :0.998835390140677 -0.00175832016132548 0.0482158865181571 0.00151380622950554 0.999985811945979 0.00510727886846486 -0.0482241826599584 -0.00502834137176801 0.998823880366217 ,0.0234692248398787 -0.0441368888933411 -0.303550264476357 
E 314 312 :0.996330449583108 0.0306945711162246 0.079896674132989 -0.0323370231687689 0.999289794662789 0.0193448498413313 -0.0792461492194069 -0.0218574835420773 0.996615421437529 ,0.0158609343514087 -0.0993234579123223 -0.855657263225909 
E 314 311 :0.999107485965319 0.0107874943401798 -0.0408394595204178 -0.00994726198197632 0.999735798020817 0.0207216344611713 0.0410522041688529 -0.0202968993085412 0.998950825822441 ,0.0101339725878873 -0.120048127711339 -1.48544707523132 
E 314 310 :0.999967087737331 0.000623597245169558 0.00808916365249862 -0.000777057727752305 0.99981952611555 0.0189818697541669 -0.00807586672802543 -0.0189875307650108 0.999787104363744 ,0.0199271414280346 -0.175225387172949 -2.09251137024492 
E 314 309 :0.997418621241737 0.0439696781127044 -0.0567693703232495 -0.0418286512286209 0.998387838132715 0.0383678068838774 0.0583648690277591 -0.0358941788504665 0.997649813305262 ,0.0242172563576659 -0.194312208255935 -2.70735953731335 
E 314 308 :0.998564406836148 0.0272658534249714 0.0461052994457338 -0.0280493059288928 0.99947147555341 0.0164318590547945 -0.0456329030073715 -0.0177014912393626 0.998801429399769 ,0.0397043322705457 -0.236715995124344 -3.31197449013915 
E 316 315 :0.99889538210453 0.00175901586054167 -0.0469565913738129 -0.000296974115482283 0.999515459964672 0.031124863019544 0.0469885881530783 -0.0310765370466693 0.998411899682975 ,-0.00572200518749 -0.0529040320946246 -0.374451354213273 
E 316 314 :0.994810650453516 -0.00608285901473253 -0.101561649112545 0.00829748794933889 0.999736613155781 0.0213975701783951 0.101404740707638 -0.0221292372669203 0.994599102865069 ,0.0205906060816083 -0.0629224897877858 -0.691471026646521 
E 316 313 :0.998540603410018 -0.00732128169217637 -0.0535075898909694 0.00876935179316327 0.999600244910974 0.0268784084917452 0.0532894155596035 -0.0273084091134065 0.998205634616941 ,0.0750355848314754 -0.11334825608176 -0.990025241023114 
E 316 312 :0.999405213769849 0.026676629395712 -0.0218535153631239 -0.0257571411625996 0.998813585673245 0.0413278447742709 0.0229300756381739 -0.0407403794611703 0.998906618815086 ,0.123875365820236 -0.180397167634852 -1.53870064670939 
E 316 311 :0.989813946223262 0.0067116489156228 -0.142208669323525 -0.00077614225946194 0.999127685540856 0.0417524321323364 0.142364846310904 -0.041216765455403 0.988955726400463 ,0.182266680409207 -0.214639869924737 -2.16521114866094 
E 316 310 :0.995602834059598 -0.00353299509937977 -0.0936083049634213 0.0073475578742021 0.999155074074346 0.0404370046463993 0.0933863491404519 -0.040946988865061 0.994787582299408 ,0.253999115482124 -0.282711038577019 -2.76678264744958 
E 316 309 :0.986569472811444 0.0413139236197403 -0.158031120453192 -0.032292698741002 0.99772166557405 0.059233940035816 0.160118259185428 -0.0533351456291817 0.985655875707207 ,0.320828063748777 -0.314913492069407 -3.3774526680296 
E 317 316 :0.998817953595592 -0.0103848509900057 0.0474852655571141 0.0117346690465745 0.999532398156344 -0.0282361927000652 -0.0471698327056778 0.0287600400859114 0.998472767268479 ,-0.00693117053202741 -0.00372044875675481 -0.4381446896609 
E 317 315 :0.999948991028273 -0.0100985601060283 0.000185540623470349 0.0100980926415156 0.999946209250301 0.00236793812339916 -0.000209443408567615 -0.0023659437309058 0.999997179217882 ,-0.0298779335468069 -0.046093808071225 -0.813275785565963 
E 317 314 :0.998363800966387 -0.0175085972581775 -0.0544350065858212 0.0171040979764346 0.999822599542678 -0.00788791963284008 0.0545634561988148 0.00694395174036787 0.998486159534456 ,-0.0185461481472906 -0.0468473827695677 -1.1313405878954 
E 317 313 :0.999799675717682 -0.0189900742491425 -0.00632341006337236 0.0189781045320657 0.999818002677938 -0.00194758041380518 0.00635924391633886 0.00182718392897474 0.999978110468275 ,0.0221812120273661 -0.0881806417468232 -1.43345724810294 
E 317 312 :0.999580195234191 0.0143379983902318 0.0251764790576092 -0.0146648656832409 0.999809933221491 0.0128467562493362 -0.0249874970749178 -0.0132105728035943 0.999600473067181 ,0.0456055577404619 -0.139132577954306 -1.98552679243328 
E 317 311 :0.995412232861878 -0.0056292657522317 -0.0955133395710852 0.0068195185085536 0.999903055103703 0.0121397924855529 0.0954357419222074 -0.0127354529315428 0.995354121608177 ,0.0745334388872578 -0.154983794279852 -2.61481959707074 
E 317 310 :0.998784157604059 -0.0158492741354175 -0.0466798353524447 0.0163903169522294 0.999802595859458 0.0112306198802801 0.046492623386473 -0.0119820625132014 0.998846768102382 ,0.118322209464825 -0.205195287580024 -3.22081369267717 
E 315 314 :0.998474166265157 -0.00741285729229349 -0.0547210091999711 0.00689204701530945 0.999929200958179 -0.0097001422193975 0.0547890407749396 0.00930820164703498 0.998454565011879 ,0.0113902142860454 -0.000115445453863217 -0.318063587049657 
E 315 313 :0.999938987720295 -0.00889323346091535 -0.0065521931841221 0.0088655009530953 0.999951671109873 -0.00424951025690003 0.00658966841070678 0.00419116250967293 0.999969504748547 ,0.0517613862647011 -0.0411429777605949 -0.620269713071817 
E 315 312 :0.999386353970588 0.0244362072206526 0.0250955628357645 -0.0246992785194342 0.999642615028989 0.010226820553001 -0.0248366893525264 -0.0108403872012576 0.999632744995547 ,0.0747856470810575 -0.0910225599109244 -1.17245400499876 
E 315 311 :0.995410333650018 0.00447080243046918 -0.0955943491446411 -0.00345887417759626 0.999936248412318 0.0107487348335495 0.095636310322928 -0.0103687529011986 0.995362338603933 ,0.103683786825439 -0.105676182168128 -1.80177720194067 
E 315 310 :0.998888984016695 -0.00574985688001028 -0.0467732482938184 0.00619315452544477 0.999937219461455 0.00933819965073589 0.0467166185325923 -0.00961749871600924 0.998861882980489 ,0.147090204940788 -0.154893430154611 -2.40788036128321 
E 315 309 :0.993013011548949 0.0384658468191924 -0.11155956939218 -0.0355175812988359 0.998968372958908 0.0282964882363995 0.112532929905724 -0.0241364549243367 0.993354806315708 ,0.185160373955917 -0.167985217571258 -3.0217209331795 
E 315 308 :0.99974576758507 0.0207839543149732 -0.00874227880886485 -0.0207225215761245 0.999760338456848 0.00705993967223797 0.00888691708444912 -0.00687698274548464 0.99993686291338 ,0.234023292782638 -0.204414413606483 -3.62494767386796 
E 313 312 :0.998942742106318 0.033225614311137 0.0317719459076305 -0.0336899555955085 0.99933155269074 0.0141927688872493 -0.0312791445708237 -0.0152481589171211 0.999394370989028 ,0.0189419371852431 -0.0523962257549391 -0.552106348536935 
E 313 311 :0.995949148317053 0.0132671387765033 -0.0889341160366558 -0.0119102961822145 0.999804705585031 0.0157700835407097 0.0891259715873453 -0.0146469696085586 0.995912660563113 ,0.0435613708951337 -0.0699437335116659 -1.18153742958589 
E 313 310 :0.999190791965354 0.00305206217655804 -0.0401054381364713 -0.00249470077906434 0.999899719924987 0.0139401062390024 0.0401439624311159 -0.0138287747252662 0.999098207019674 ,0.0825347862842776 -0.122084903131613 -1.78769736369698 
E 313 309 :0.993379099103845 0.0471608037582051 -0.104756021557297 -0.0438753175180586 0.998476848365141 0.0334505574169661 0.106174017425744 -0.0286328808836323 0.993935227344308 ,0.116441561471952 -0.138087330329499 -2.40171302578771 
E 313 308 :0.99955961711866 0.0296007454360363 -0.00208990316237034 -0.0295752460786412 0.999498362039071 0.0113282434914992 0.00242417923943874 -0.0112614453266823 0.999933649400884 ,0.161003471790835 -0.177477536427225 -3.00508672396651 
E 327 326 :0.999232841307217 -0.030945551875875 -0.0240021180774538 0.0313863219837067 0.999341435896485 0.0182097032564339 0.0234228018273134 -0.0189490717305576 0.999546049482018 ,0.026308690329607 -0.110473130354011 -0.481626956183089 
E 327 324 :0.997517345818558 -0.0580054682777688 -0.0399313215530853 0.0612299607513866 0.99450397784752 0.0849277925760613 0.0347855817470801 -0.0871619394881481 0.99558664093447 ,0.137137177095553 -0.212916343451955 -1.38756511296661 
E 327 325 :0.99653711304924 -0.0173352759172331 -0.0813220174636619 0.0214563517339739 0.998514758452819 0.0500789588767172 0.0803331020548487 -0.0516504149139321 0.995428966503117 ,0.0923728387574521 -0.169957581888143 -0.90278336254611 
E 327 322 :0.982648439755408 -0.0886857369286229 -0.162901454602744 0.100183569140899 0.99292374168409 0.0637628079232519 0.156093870220626 -0.0789764728605542 0.984579819219373 ,0.199392753870342 -0.389482116949035 -2.29310298124372 
E 327 323 :0.990547619488135 -0.0928165164078619 -0.100997563378027 0.104025348522085 0.988242588406081 0.112050494533975 0.0894099568909868 -0.121497657353377 0.98855661389037 ,0.147651836262995 -0.295948897035153 -1.81950248961015 
E 327 321 :0.993964168607713 -0.0918422643326971 -0.0600019166878917 0.0947775669608019 0.994338052000485 0.0480525872859239 0.0552489305323498 -0.0534493856477661 0.997040981529299 ,0.259700001591593 -0.471090770702906 -2.79871509301597 
E 327 320 :0.990252702577864 -0.134330246498531 -0.0368099159586063 0.135834183261025 0.989842877753232 0.0419541656931813 0.0308003197231163 -0.0465452708322165 0.998441224142968 ,0.346345995142705 -0.593721085771621 -3.35915110033339 
E 327 319 :0.998412103350599 -0.0563212737575391 0.0010890387323131 0.0563100344981507 0.99837717063137 0.00849736293906274 -0.00156585371258284 -0.00842254619633668 0.999963303735553 ,0.406558413082124 -0.664421713318919 -3.98540857628498 
E 327 317 :0.997202990163414 -0.0100513680420765 -0.0740619093031617 0.0160606820966179 0.99658502132367 0.08099598609741 0.0729948689959671 -0.0819589243083581 0.993958995042793 ,0.468662084987166 -0.744680957364709 -4.81026139476114 
E 327 318 :0.998942506783355 -0.0192589543850186 -0.0417487822263317 0.020556765108164 0.999311591073072 0.0308830593577435 0.0411252665605181 -0.0317086206417421 0.998650727645719 ,0.432335714190788 -0.678861447048975 -4.43047108400429 
E 321 320 :0.998851422353692 -0.0422761285876705 0.0225513860692633 0.0424717885455649 0.999063448989288 -0.00826874061564729 -0.022180695204322 0.00921704102555619 0.999711489838436 ,0.043536920009263 -0.0999387925587207 -0.569869296425255 
E 321 319 :0.99763627255698 0.0381770944266039 0.057134727966077 -0.0356215243789667 0.99834726423913 -0.045098192726129 -0.0587620173201545 0.0429563667852224 0.997347369712819 ,0.0620850167005216 -0.142296084286883 -1.20128387349926 
E 321 318 :0.997133505418686 0.0738177432749624 0.0166046122880317 -0.0735028882203409 0.997117133081543 -0.0188347640949655 -0.0179470831811793 0.0175602873847976 0.999684719555246 ,0.0617489399639162 -0.135233189085186 -1.64726998707662 
E 321 317 :0.996739121870127 0.079935060995705 -0.01102311014099 -0.0795171641694676 0.996246203309099 0.0342129068430538 0.0137165424219592 -0.0332248162646307 0.999353775220851 ,0.0706348293689416 -0.183716770120157 -2.0312789409276 
E 321 316 :0.997018899722237 0.069229670867754 0.034067084821022 -0.0693463687988955 0.997590095221006 0.00225456234160293 -0.0338289037816454 -0.00461026989308199 0.99941700539887 ,0.0682585834128702 -0.201862309494741 -2.46911195110145 
E 321 315 :0.997497779601442 0.0698912113549447 -0.010648862170761 -0.0694600872937415 0.996914677528303 0.0365571060367886 0.0131710274215499 -0.035725961204391 0.99927482692835 ,0.046134641321828 -0.255086271549565 -2.84290753116752 
E 326 325 :0.998327673234005 0.0128079312718344 -0.0563721008275666 -0.010918407290346 0.999372349573368 0.0337000784931899 0.0567683471436283 -0.0330282273932618 0.997840914654154 ,0.0542818055487011 -0.0535091457879826 -0.423634095896254 
E 326 324 :0.999488650766414 -0.0287887236512664 -0.013915688256955 0.0296617576413482 0.997295682298116 0.0672421162900208 0.0119422411112681 -0.0676204958578815 0.997639640059062 ,0.0863085381434558 -0.0886387092453411 -0.910052484624835 
E 326 323 :0.995146917056056 -0.0645738268834117 -0.0742484636572204 0.0716095627307451 0.992766293459513 0.0963698972510194 0.0674883989981826 -0.101219106162284 0.992572419800374 ,0.0840918608618892 -0.163757150166925 -1.34355815532476 
E 326 322 :0.988695142010069 -0.0593033269056815 -0.137713585326967 0.0667511596267909 0.996510797672325 0.0501050178220316 0.134261680512977 -0.0587311292279086 0.989203950459887 ,0.12176437075728 -0.249855634022015 -1.81988875956294 
E 326 321 :0.997470444339945 -0.0618151268483297 -0.035094198395144 0.0629094641672779 0.997538142450577 0.0309847329250696 0.0330924762817591 -0.0331141125349423 0.998903570703681 ,0.1676211054703 -0.323695904135029 -2.3282049195039 
E 326 320 :0.994477786806346 -0.104249887262486 -0.0120785990292731 0.104517173898292 0.99422991605306 0.0241461049744755 0.00949167577749557 -0.0252751860702004 0.999635470088998 ,0.23722473170427 -0.438307025265461 -2.8926992656213 
E 326 319 :0.999376851019006 -0.0251399586946073 0.0247768465339841 0.0254062086673444 0.99962216759583 -0.0104903103941394 -0.0245037590684882 0.0111132591010681 0.999637965097198 ,0.280503219751107 -0.498957400586672 -3.52140511468008 
E 326 318 :0.999784629573057 0.0113778309112124 -0.0173562505519415 -0.0111488856300951 0.999850308229978 0.013231155717651 0.0175041943165908 -0.0130348032656243 0.999761820177763 ,0.295382924527871 -0.505751796251754 -3.96714723913473 
E 320 319 :0.99628088237985 0.079582036892404 0.0330318453690237 -0.0783059742710339 0.996194211941651 -0.0382787994510916 -0.0359524379964868 0.0355498452599833 0.998720997428261 ,0.0307330171060229 -0.0489215377455849 -0.630463880804539 
E 320 318 :0.993264499819843 0.115692806514353 -0.00638810758128798 -0.115754412312213 0.993224407505259 -0.0103049680290908 0.00515261369517842 0.0109750105539335 0.999926497156391 ,0.0405895822217879 -0.0459617215878669 -1.07638730310087 
E 320 317 :0.99191281096648 0.12289255698054 -0.0317237273875842 -0.121454537639307 0.991627588508577 0.0438579638775821 0.0368479406127299 -0.0396502855910243 0.998533967436837 ,0.0559236666523226 -0.0983149825609466 -1.4596841791883 
E 320 316 :0.993678830392917 0.111621849786019 0.0119559474451885 -0.111743323990108 0.99368654569462 0.0100238939108625 -0.0107615785369265 -0.011296528486305 0.999878281028022 ,0.0624909170369499 -0.120378594049813 -1.89729441697118 
E 320 315 :0.993109839264888 0.112944111910217 -0.0312485958097301 -0.111443980875036 0.992696998590983 0.046183418184229 0.0362365324222978 -0.0423827390958515 0.998444098157098 ,0.0464229149794591 -0.17606268372511 -2.27104098363675 
E 320 314 :0.990660854309142 0.105283465830288 -0.0866398497358045 -0.101901876321204 0.993882719490184 0.0425810697495388 0.0905929320736349 -0.0333546356832097 0.995329286686945 ,0.0676606504474755 -0.192135920553609 -2.58819206020134 
